Rank,Partner Id,Partner Name,TOP SE PL State,node_name,state_name,NRV FY-25-26,GM FY-25-26,GM Score,GM Share,PL NRV 25-26,GM%,ABC Mapping,GM% Score,PL%,Total Returns in %,Return Score,Avg Repayment days,Paid within due days,Financing scheme (Y/N),Credit Score,TOTAL SCORE,Cohort
4316,1000001316,Mahto Beej Bhandar,abhishek.ranjan1@agrevolution.in,Hazaribagh,Jharkhand,648954,55733,0.03,78.60%,277143,9%,D,0.29,43%,-13%,0.87,62,43%,0,0.37,0.27,Opportunity
4317,1000036560,ANKIT ENTERPRISES,(blank),Sasaram,Bihar,156873,37592,0.02,85.60%,156873,24%,B,0.8,100%,0%,1,148,0%,0,-,0.27,Opportunity
4318,1000027724,SONI FERTILIZERS,(blank),Chhindwara,Madhya Pradesh,784838,82595,0.05,68.30%,242686,11%,C,0.35,31%,-40%,0.6,89,79%,0,0.4,0.27,Opportunity
4319,1000020384,M/S Jahirul Islam Fertilizer,bapan.biswas@agrevolution.in,Cooch Behar,West Bengal,575794,89344,0.05,65.80%,546471,16%,C,0.52,95%,0%,1,79,17%,0,0.15,0.27,Opportunity
4320,1000030900,MAULI KRUSHI KENDRA,akshayv.chavan@agrevolution.in,Akola,Maharashtra,126370,30553,0.02,88.90%,101418,24%,B,0.81,80%,0%,1,151,0%,0,-,0.27,Opportunity
4321,1000004894,VIJAY BEEJ BHANDAR,vivek.kumar15@agrevolution.in,Hazaribagh,Jharkhand,737041,151934,0.09,47.40%,707662,21%,B,0.69,96%,-33%,0.67,94,19%,0,0.1,0.27,Opportunity
4322,1000005545,Shreya Shruti Trading Company,ritik.singh1@agrevolution.in,Khagaria,Bihar,827784,108769,0.06,59.00%,390045,13%,C,0.44,47%,-34%,0.66,57,23%,0,0.3,0.27,Opportunity
4323,1000009919,M/s Om Deep Krishi Kendra,sarvoday.gautam@agrevolution.in,Chhindwara,Madhya Pradesh,124521,20012,0.01,93.40%,105848,16%,C,0.54,85%,-6%,0.94,128,41%,Yes,0.21,0.27,Opportunity
4324,1000000216,M/S Shivam Beej Bhandar,santlal.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,389919,19890,0.01,93.50%,130102,5%,D,0.17,33%,-6%,0.94,56,53%,0,0.45,0.27,Opportunity
4325,1000040270,GREEN AGRI CARE,ayush.pchauri@agrevolution.in,Bhopal,Madhya Pradesh,130648,26401,0.02,90.80%,116419,20%,B,0.67,89%,0%,1,113,18%,0,0.09,0.27,Opportunity
4326,1000003313,M/S Rajendra Agro Chemicals,chinmaya.patra@agrevolution.in,Bhawanipatna,Orissa,480313,32657,0.02,87.90%,314809,7%,D,0.23,66%,-2%,0.98,56,40%,0,0.39,0.27,Opportunity
4327,1000031738,Laxmi Traders,haribhushan.kumar@agrevolution.in,Head Office,Bihar,1395250,144964,0.08,48.90%,892363,10%,C,0.35,64%,-7%,0.93,71,27%,0,0.24,0.27,Opportunity
4328,1000016809,M/s.Shivshambho Krushi Udyog Samooh,vishvanath.kale@agrevolution.in,Sangli,Maharashtra,1220148,215450,0.12,33.80%,1198358,18%,C,0.59,98%,-20%,0.8,230,14%,0,0.07,0.27,Opportunity
4329,1000020641,JAY MATA DI KHAD BEEJ BHANDAR,chandras.mishra@agrevolution.in,Darbhanga,Bihar,468535,33448,0.02,87.40%,130883,7%,D,0.24,28%,0%,1,62,27%,Yes,0.37,0.27,Opportunity
4330,1000006360,M/s Shree Bala Ji Traders,gaurav.singh@agrevolution.in,Sitapur,Uttar Pradesh,392207,58107,0.03,77.70%,392207,15%,C,0.49,100%,0%,1,69,14%,0,0.18,0.27,Opportunity
4331,1000005457,Modern Agriculture,rajesh.raja@agrevolution.in,Nawada,Bihar,267860,31913,0.02,88.20%,159160,12%,C,0.4,59%,0%,1,79,42%,0,0.27,0.27,Opportunity
4332,1000000593,M/s AASHU BEEJ BHANDAR,om.kushwaha@agrevolution.in,Allahabad,Uttar Pradesh,287100,31216,0.02,88.50%,191506,11%,C,0.36,67%,-20%,0.8,56,34%,0,0.36,0.27,Opportunity
4333,1000003557,M/s Agri Junction,(blank),Bulandshahr,Uttar Pradesh,1122016,86940,0.05,66.70%,311912,8%,D,0.26,28%,0%,1,53,22%,0,0.32,0.27,Opportunity
4334,1000009306,Mahadev Agro Sales,govind.singh@agrevolution.in,Jodhpur,Rajasthan,120031,23252,0.01,92.10%,120031,19%,C,0.65,100%,-9%,0.91,159,27%,Yes,0.14,0.27,Opportunity
4335,1000018594,Trapti krishi Kendra Tivraiya,anupam.kumar@agrevolution.in,Raipur,Chhattisgarh,371050,68548,0.04,73.70%,313724,18%,C,0.62,85%,0%,1,131,19%,Yes,0.09,0.27,Opportunity
4336,1000005408,Naresh Pashu Aahar,rohit.singh5@agrevolution.in,Ranchi,Jharkhand,619983,73133,0.04,71.90%,617664,12%,C,0.39,100%,-1%,0.99,53,7%,0,0.24,0.27,Opportunity
4337,1000023293,KISHAN SEVA KENDRA,manish.dev1@agrevolution.in,Bulandshahr,Uttar Pradesh,713821,106729,0.06,59.70%,651271,15%,C,0.5,91%,-5%,0.95,68,7%,0,0.16,0.27,Opportunity
4338,1000016643,M/s SIMA KRISHI KENDRA,(blank),Begusarai,Bihar,120233,17135,0.01,94.60%,92255,14%,C,0.48,77%,0%,1,90,20%,Yes,0.23,0.27,Opportunity
4339,1000015821,M/s T & S AGRO JUNCTION,(blank),Amroha,Uttar Pradesh,"99,485",17808,0.01,94.30%,99485,18%,C,0.6,100%,0%,1,120,29%,Yes,0.14,0.27,Opportunity
4340,1000004768,M/s Ankit Khad Bandar,manish.dev1@agrevolution.in,Bulandshahr,Uttar Pradesh,132545,29077,0.02,89.60%,132545,22%,B,0.73,100%,0%,1,213,9%,Yes,0.05,0.27,Opportunity
4341,1000036839,SATYAVIJAYA KRUSHI SEVA KENDRA YELAVI,vishvanath.kale@agrevolution.in,Sangli,Maharashtra,606533,104743,0.06,60.50%,599904,17%,C,0.58,99%,-18%,0.82,133,30%,0,0.15,0.27,Opportunity
4342,1000002850,M/s Raj Pashu Aahar,(blank),Sasaram,Bihar,263297,24599,0.01,91.60%,263297,9%,D,0.31,100%,0%,1,50,21%,0,0.33,0.27,Opportunity
4343,1000007406,M/s Choudhary Fertilizer,manish.dev1@agrevolution.in,Bulandshahr,Uttar Pradesh,"71,703",19077,0.01,93.80%,66929,27%,B,0.89,93%,-29%,0.71,168,9%,0,0.05,0.27,Opportunity
4344,1000035056,Sai Ram Krishi Sewa Kendra,vivek.singh3@agrevolution.in,Bhopal,Madhya Pradesh,349092,69588,0.04,73.30%,319664,20%,C,0.66,92%,0%,1,225,12%,0,0.06,0.27,Opportunity
4345,1000039238,Jai Bhuteshwar Krishi Seva Kendra,deepak.choudhary1@agrevolution.in,Khargone,Madhya Pradesh,"93,767",17952,0.01,94.20%,85642,19%,C,0.64,91%,0%,1,91,23%,0,0.12,0.27,Opportunity
4346,1000000822,Sainik Khad Beej Bhandar,rajeev.kumar2@agrevolution.in,Muzaffarpur,Bihar,241839,55784,0.03,78.60%,210544,23%,B,0.77,87%,-3%,0.97,124,2%,0,0.01,0.27,Opportunity
4347,1000035431,JAI KISAN BAJAR,(blank),Ratlam,Madhya Pradesh,991026,184294,0.11,40.30%,889585,19%,C,0.62,90%,0%,1,167,0%,0,-,0.27,Opportunity
4348,1000008251,M/s.Shri Darling Krushi Seva Kendra,rahul.mali1@agrevolution.in,Solapur,Maharashtra,1154522,114976,0.07,57.00%,677581,10%,D,0.33,59%,-5%,0.95,88,50%,0,0.26,0.27,Opportunity
4349,1000006678,Jadhaw Brothers Agro Services,rajkumar.kothule@agrevolution.in,Amravati,Maharashtra,925895,168605,0.1,43.70%,655862,18%,C,0.61,71%,-12%,0.88,145,12%,0,0.06,0.27,Opportunity
4350,1000002826,M/s Rekha Trading Company,rahul@agrevolution.in,Hisar,Haryana,367352,59318,0.03,77.40%,239913,16%,C,0.54,65%,-9%,0.91,100,36%,0,0.18,0.27,Opportunity
4351,1000008268,M/s Dey Fertilizer,sanjay.mondal@agrevolution.in,Krishnanagar (HQ),West Bengal,761694,33727,0.02,87.30%,138703,4%,D,0.15,18%,-2%,0.98,50,43%,0,0.44,0.27,Opportunity
4352,1000039683,MAA DURGA Krishi seva kendra,kamal.patidar@agrevolution.in,Khargone,Madhya Pradesh,304249,41502,0.02,84.00%,278509,14%,C,0.45,92%,0%,1,78,30%,0,0.22,0.27,Opportunity
4353,1000006269,M/S New Faizabad Beej Bhandar,(blank),Mohania,Bihar,637910,82358,0.05,68.30%,365583,13%,C,0.43,57%,0%,1,68,16%,0,0.2,0.27,Opportunity
4354,1000029981,Shree Anaya Krishi Kendra,nilesh.nirgude@agrevolution.in,Khandwa,Madhya Pradesh,144265,17850,0.01,94.30%,40413,12%,C,0.41,28%,-17%,0.83,99,64%,0,0.32,0.27,Opportunity
4355,1000025855,MAURYA BEEJ BHANDAR,gaurav.singh@agrevolution.in,Sitapur,Uttar Pradesh,238561,18059,0.01,94.20%,207094,8%,D,0.25,87%,0%,1,70,32%,Yes,0.37,0.27,Opportunity
4356,1000009102,Patel Khad Bhandar,(blank),Bettiah,Bihar,794564,32173,0.02,88.00%,240558,4%,D,0.13,30%,0%,1,72,48%,Yes,0.44,0.27,Opportunity
4357,1000029405,SHIVSHANKAR KRUSHI KENDRA,(blank),Akola,Maharashtra,146504,29284,0.02,89.50%,146504,20%,C,0.67,100%,0%,1,171,17%,0,0.09,0.27,Opportunity
4358,1000020702,AMOL SHETI UDYOD PRIVATE LIMITED,(blank),Nashik,Maharashtra,312555,67671,0.04,74.00%,263119,22%,B,0.72,84%,-27%,0.73,135,22%,0,0.11,0.27,Opportunity
4359,1000006639,M/s.Bhaurao Wankhede Patil Farmer Producer Company Ltd.,(blank),Akola,Maharashtra,153937,19471,0.01,93.70%,153937,13%,C,0.42,100%,0%,1,87,48%,0,0.26,0.27,Opportunity
4360,1000002992,Janta Beej Bhandar,rohit.singh1@agrevolution.in,Ballia,Uttar Pradesh,397961,51052,0.03,80.40%,346527,13%,C,0.43,87%,-5%,0.95,94,27%,Yes,0.25,0.27,Opportunity
4361,1000022437,DIPANSHU KRISHI KENDRA,shubham.sannad@agrevolution.in,Bilaspur,Chhattisgarh,1042249,112182,0.06,57.80%,981375,11%,C,0.36,94%,-13%,0.87,127,54%,Yes,0.27,0.27,Opportunity
4362,1000024915,M/S V K GROUP CHEMICAL AND FERTILIZER,piyush.tiwari@agrevolution.in,Jabalpur,Madhya Pradesh,236968,38588,0.02,85.20%,159615,16%,C,0.54,67%,0%,1,165,32%,0,0.16,0.27,Opportunity
4363,1000006149,M/S Nayan Beej Bhandar,jitendrakr.singh@agrevolution.in,Ranchi,Jharkhand,1796413,155046,0.09,46.60%,905393,9%,D,0.29,50%,-19%,0.81,52,18%,0,0.3,0.27,Opportunity
4364,1000039654,M/S BHAGAT BEEJ BHANDAR,(blank),Siwan,Bihar,175815,28911,0.02,89.70%,120833,16%,C,0.55,69%,0%,1,91,33%,0,0.16,0.27,Opportunity
4365,1000007188,M/s Suvendu Samanta,(blank),North 24 Parganas,West Bengal,255788,55965,0.03,78.50%,255788,22%,B,0.73,100%,0%,1,186,4%,0,0.02,0.27,Opportunity
4366,1000034197,R K ENTERPRISES,(blank),Head Office,Bihar,409393,30585,0.02,88.90%,30944,7%,D,0.25,8%,0%,1,72,32%,Yes,0.36,0.27,Opportunity
4367,1000024239,KAILASH KRASHI KENDRA,ashish.sharma1@agrevolution.in,Chhindwara,Madhya Pradesh,245537,32966,0.02,87.70%,141052,13%,C,0.45,57%,-1%,0.99,137,46%,Yes,0.23,0.27,Opportunity
4368,1000032472,SHUBHAM AGRO ENTERPRISES,mahesh.khandagale@agrevolution.in,Solapur,Maharashtra,248447,18678,0.01,94.00%,36899,8%,D,0.25,15%,0%,1,92,50%,Yes,0.37,0.26,Opportunity
4369,1000005885,M/s Patel Krishi Seva Kendra,shubham.sannad@agrevolution.in,Bilaspur,Chhattisgarh,268415,46540,0.03,82.10%,226144,17%,C,0.58,84%,-42%,0.58,152,54%,0,0.27,0.26,Opportunity
4370,1000030102,BHARGAVI ENTERPRISES,pavan.mali@agrevolution.in,Jalgaon,Maharashtra,1109300,66474,0.04,74.50%,784565,6%,D,0.2,71%,0%,1,49,28%,0,0.37,0.26,Opportunity
4371,1000009835,M/s Agri Junction One Stop Center,shivam.rajput@agrevolution.in,Farrukhabad,Uttar Pradesh,295605,54106,0.03,79.20%,242640,18%,C,0.61,82%,-3%,0.97,116,22%,0,0.11,0.26,Opportunity
4372,1000039856,SATHE UDYO SAMUHA,swapnil.kalubarme@agrevolution.in,Solapur,Maharashtra,300900,51946,0.03,80.00%,257005,17%,C,0.58,85%,0%,1,125,25%,0,0.13,0.26,Opportunity
4373,1000001514,M/s Ram Prakash and Brothers,om.kushwaha@agrevolution.in,Allahabad,Uttar Pradesh,379815,53642,0.03,79.40%,288304,14%,C,0.47,76%,-34%,0.66,72,41%,0,0.31,0.26,Opportunity
4374,1000004483,M/S PATEL KHAD BHANDAR,shatrughan.singh@agrevolution.in,Jaunpur,Uttar Pradesh,260889,44454,0.03,82.80%,260889,17%,C,0.57,100%,0%,1,215,27%,0,0.14,0.26,Opportunity
4375,1000037805,Pal Beej Bhandar,pradeep.kumar3@agrevolution.in,Bareilly,Uttar Pradesh,"91,245",21275,0.01,92.90%,79080,23%,B,0.78,87%,0%,1,179,3%,0,0.02,0.26,Opportunity
4376,1000040933,Sarasvati Agro Services,vaibhav.bhosale@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,244287,52471,0.03,79.80%,234361,21%,B,0.72,96%,-16%,0.84,109,17%,0,0.08,0.26,Opportunity
4377,1000006783,Ganpati Traders,balmukund.tiwari@agrevolution.in,Kushinagar,Uttar Pradesh,773773,41423,0.02,84.00%,477587,5%,D,0.18,62%,0%,1,72,60%,0,0.4,0.26,Opportunity
4378,1000004179,Yadav Shree Krishi Seva Kendra,arvind.bharti@agrevolution.in,Shajapur,Madhya Pradesh,767744,116746,0.07,56.40%,658299,15%,C,0.51,86%,-2%,0.98,94,26%,0,0.13,0.26,Opportunity
4379,1000005543,M/s Sahabuddin Sar Bhandar,(blank),Malda,West Bengal,1129552,84306,0.05,67.60%,260407,7%,D,0.25,23%,0%,1,52,21%,0,0.32,0.26,Opportunity
4380,1000003354,M/S Madariya Traders,(blank),Ujjain,Madhya Pradesh,286191,23935,0.01,91.90%,216935,8%,D,0.28,76%,-8%,0.92,84,44%,Yes,0.37,0.26,Opportunity
4381,1000006550,M/S Majhi Traders,(blank),Nabarangpur,Orissa,1119893,142535,0.08,49.60%,659256,13%,C,0.42,59%,-5%,0.96,74,17%,0,0.17,0.26,Opportunity
4382,1000008878,M/s R K Krishi Sewa Kendra,piyush.mani@agrevolution.in,Gorakhpur,Uttar Pradesh,180152,19410,0.01,93.70%,167581,11%,C,0.36,93%,0%,1,64,30%,0,0.29,0.26,Opportunity
4383,1000031575,M/S PAL BEEJ BHANDAR,pushpendra.singh1@agrevolution.in,Bareilly,Uttar Pradesh,201218,66630,0.04,74.40%,201218,33%,A,1,100%,-64%,0.36,164,8%,0,0.04,0.26,Opportunity
4384,1000040613,PATIL AGRO AGENCY,(blank),Jalgaon,Maharashtra,501290,45524,0.03,82.40%,311991,9%,D,0.3,62%,-17%,0.83,69,51%,0,0.37,0.26,Opportunity
4385,1000024865,SAHU TRADERS,sarvoday.gautam@agrevolution.in,Chhindwara,Madhya Pradesh,201829,26107,0.01,91.00%,74849,13%,C,0.43,37%,-13%,0.87,91,57%,0,0.28,0.26,Opportunity
4386,1000005540,M/s Priyanshi Krishi Sewa Kendra,shubham.yadav@agrevolution.in,Khargone,Madhya Pradesh,110396,16728,0.01,94.80%,110396,15%,C,0.51,100%,-12%,0.88,96,28%,Yes,0.24,0.26,Opportunity
4387,1000032757,M/S Rishika Kishan Seva Kendra,suraj.kumar1@agrevolution.in,Madhepura,Bihar,134109,31915,0.02,88.10%,131936,24%,B,0.79,98%,-2%,0.98,145,0%,0,-,0.26,Opportunity
4388,1000031716,Matoshri Krushi kendra,swapnil.kalubarme@agrevolution.in,Solapur,Maharashtra,1027934,116826,0.07,56.40%,617356,11%,C,0.38,60%,-13%,0.87,82,41%,0,0.25,0.26,Opportunity
4389,1000035319,ANAND TRADERS,rameshkr.mehta@agrevolution.in,Arariya,Bihar,266794,50445,0.03,80.60%,124013,19%,C,0.63,46%,0%,1,101,18%,0,0.09,0.26,Opportunity
4390,1000036777,AGRI JUNCTION,abhishek.kumar6@agrevolution.in,Shahjahanpur,Uttar Pradesh,903582,99292,0.06,62.30%,532416,11%,C,0.37,59%,-1%,0.99,61,14%,0,0.23,0.26,Opportunity
4391,1000003982,M/S Saksham Kisan Seva Kendra,robin.kumar3@agrevolution.in,Hapur,Uttar Pradesh,376797,45026,0.03,82.60%,247986,12%,C,0.4,66%,-37%,0.63,102,59%,Yes,0.37,0.26,Opportunity
4392,1000041398,Mahakal krishi kendra,rishikesh.jamodkar@agrevolution.in,Khandwa,Madhya Pradesh,108262,19173,0.01,93.80%,108262,18%,C,0.59,100%,0%,1,120,28%,0,0.14,0.26,Opportunity
4393,1000034704,M/S SUDHIR BEEJ BHANDAR,aditya.kumar3@agrevolution.in,Saran,Bihar,138588,25356,0.01,91.20%,87223,18%,C,0.61,63%,-20%,0.8,114,32%,Yes,0.19,0.26,Opportunity
4394,1000006964,M/s Naved Khad Bhandar,(blank),Amroha,Uttar Pradesh,485277,65768,0.04,74.70%,482363,14%,C,0.45,99%,-13%,0.87,76,32%,0,0.24,0.26,Opportunity
4395,1000038633,Shetkari Agro Services,vinod.pawar@agrevolution.in,CHHATRAPATI SAMBHAJINAGAR,Maharashtra,316144,69969,0.04,73.20%,316144,22%,B,0.74,100%,-9%,0.91,192,6%,0,0.03,0.26,Opportunity
4396,1000004500,M/s Shree Jaleshwar Trading,(blank),Ujjain,Madhya Pradesh,253414,33124,0.02,87.60%,253414,13%,C,0.44,100%,-8%,0.92,105,39%,Yes,0.26,0.26,Opportunity
4397,1000002210,M/s Jai Mahankal Krishi Sewa Kendra,lakhan.dhakad@agrevolution.in,Indore,Madhya Pradesh,348568,73206,0.04,71.90%,348568,21%,B,0.7,100%,-4%,0.96,94,7%,0,0.04,0.26,Opportunity
4398,1000005964,M/S New Delhi Beej Bazaar,akhilesh.maurya@agrevolution.in,Sonbhadra,Uttar Pradesh,"67,453",16204,0.01,95.00%,51458,24%,B,0.8,76%,0%,1,220,0%,0,-,0.26,Opportunity
4399,1000023899,SHREE SAMARTH FERTILIZERS,rajkumar.kothule@agrevolution.in,Amravati,Maharashtra,213881,36388,0.02,86.10%,138881,17%,C,0.57,65%,0%,1,166,28%,0,0.14,0.26,Opportunity
4400,1000035055,KISAN BEEJ BHANDAR,(blank),Hapur,Uttar Pradesh,338312,71422,0.04,72.60%,318062,21%,B,0.7,94%,0%,1,115,4%,0,0.02,0.26,Opportunity
4401,1000005258,M/s Shankar Kisan Seva Kendra,gaurav.singh5@agrevolution.in,Aligarh,Uttar Pradesh,155650,22659,0.01,92.30%,151133,15%,C,0.49,97%,-9%,0.91,79,35%,0,0.23,0.26,Opportunity
4402,1000019539,M/s Ashis Das,bapan.biswas@agrevolution.in,Cooch Behar,West Bengal,289133,52189,0.03,79.90%,287299,18%,C,0.6,99%,0%,1,81,11%,0,0.1,0.26,Opportunity
4403,1000001501,M/s Agarwal Beej Company,saurabh.mishra@agrevolution.in,Sitapur,Uttar Pradesh,442831,69861,0.04,73.20%,254356,16%,C,0.53,57%,-2%,0.98,73,11%,0,0.15,0.26,Opportunity
4404,1000036364,SHRI RADHA KRISHI KENDRA,abhishek.kirar@agrevolution.in,Jabalpur,Madhya Pradesh,194765,36883,0.02,85.90%,122431,19%,C,0.63,63%,-5%,0.95,88,20%,0,0.11,0.26,Opportunity
4405,1000039978,GOPAL BEEJ AGENCY,gulshan@agrevolution.in,Farrukhabad,Uttar Pradesh,206554,47968,0.03,81.50%,206554,23%,B,0.77,100%,-14%,0.86,98,8%,0,0.04,0.26,Opportunity
4406,1000002658,M/s Astha Traders,shashank.srivastava1@agrevolution.in,Shahjahanpur,Uttar Pradesh,"91,592",21765,0.01,92.70%,91592,24%,B,0.79,100%,0%,1,192,0%,0,-,0.26,Opportunity
4407,1000041539,Siddharshwar krushi seva Kendra,(blank),Pune,Maharashtra,126708,21642,0.01,92.80%,126708,17%,C,0.57,100%,0%,1,89,29%,0,0.15,0.26,Opportunity
4408,1000034636,Shree Sawariya Traders,bhagchand.parmar@agrevolution.in,Indore,Madhya Pradesh,345145,48052,0.03,81.50%,336050,14%,C,0.46,97%,0%,1,57,3%,0,0.2,0.26,Opportunity
4409,1000009587,M/s Khedut Agro Center,vishal.pratap@agrevolution.in,Ahmedabad,Gujarat,1944165,205111,0.12,35.70%,1251374,11%,C,0.35,64%,-9%,0.91,75,20%,0,0.18,0.26,Opportunity
4410,1000007398,M/s.Jay Kisan Krushi Kendra,(blank),Akola,Maharashtra,159971,27585,0.02,90.30%,85352,17%,C,0.57,53%,0%,1,154,28%,Yes,0.14,0.26,Opportunity
4411,1000036452,M/S RAJAT BEEJ BHANDAR,ramprakash@agrevolution.in,Allahabad,Uttar Pradesh,382185,25418,0.01,91.20%,326051,7%,D,0.22,85%,-5%,0.95,56,41%,0,0.39,0.26,Opportunity
4412,1000006794,Priyanshi Beej Bhandar,vivekk.yadav@agrevolution.in,Varanasi,Uttar Pradesh,285405,32511,0.02,87.90%,206100,11%,C,0.38,72%,0%,1,68,29%,0,0.27,0.26,Opportunity
4413,1000007728,M/s Astha Enterprises,(blank),Khandwa,Madhya Pradesh,429252,29281,0.02,89.50%,225201,7%,D,0.23,52%,0%,1,64,45%,0,0.37,0.26,Opportunity
4414,1000007100,M/S Durga Fertilizers,bishwaranjan.sahu@agrevolution.in,Nabarangpur,Orissa,620608,51011,0.03,80.40%,51851,8%,D,0.27,8%,0%,1,88,62%,0,0.32,0.26,Opportunity
4415,1000006621,MS GUNJAN TRADING,akash.hazra@agrevolution.in,Arariya,Bihar,572916,54910,0.03,79.00%,153411,10%,D,0.32,27%,0%,1,107,47%,Yes,0.29,0.26,Opportunity
4416,1000000138,M/S Shibsadhan Ghose,souvick.mondal@agrevolution.in,Murshidabad,West Bengal,620007,65710,0.04,74.70%,552513,11%,C,0.35,89%,0%,1,74,34%,0,0.26,0.26,Opportunity
4417,1000034733,M/S SONU KRISHI SEVA KENDRA,vatsya.krishnav@agrevolution.in,Muzaffarpur,Bihar,988858,99452,0.06,62.30%,314292,10%,C,0.34,32%,-7%,0.93,66,27%,0,0.27,0.26,Opportunity
4418,1000040489,Girnai Agro Seva,(blank),Jalgaon,Maharashtra,336890,63641,0.04,75.50%,328704,19%,C,0.63,98%,-4%,0.96,148,17%,0,0.09,0.26,Opportunity
4419,1000029872,M/S LAKSHMI NARAYAN KRISHI SEWA KENDRA,jitendra.kumar6@agrevolution.in,Chhindwara,Madhya Pradesh,534386,36641,0.02,86.00%,284651,7%,D,0.23,53%,-13%,0.87,67,56%,0,0.41,0.26,Opportunity
4420,1000009382,M/s Sangeeta Traders,bignya.dash@agrevolution.in,Nabarangpur,Orissa,351884,40145,0.02,84.60%,244626,11%,C,0.38,70%,0%,1,70,29%,0,0.26,0.26,Opportunity
4421,1000021105,Gurukrupa Krushi Seva Kendra,mahesh.kohle@agrevolution.in,Jalna,Maharashtra,1141656,30251,0.02,89.00%,26052,3%,D,0.09,2%,-10%,0.9,65,52%,Yes,0.49,0.26,Opportunity
4422,1000017920,M/s Shri Ram Agro Kendra,(blank),Kota,Rajasthan,322802,88652,0.05,66.10%,296439,27%,B,0.92,92%,-43%,0.57,174,1%,0,0.01,0.26,Opportunity
4423,1000002896,M/s Ganesh Krishi Sewa Kendra,bhagchand.parmar@agrevolution.in,Indore,Madhya Pradesh,1016095,154899,0.09,46.70%,583732,15%,C,0.51,57%,0%,1,135,17%,Yes,0.08,0.26,Opportunity
4424,1000031733,VIJAY TRADERS AND KRUSHI SEVA KENDRA,gaurav.joshi@agrevolution.in,Washim,Maharashtra,334176,53881,0.03,79.30%,315853,16%,C,0.54,95%,-6%,0.94,97,32%,0,0.16,0.26,Opportunity
4425,1000002990,M/S Shri Siddhi Vinayak Agro Farm,rohit.kumar2@agrevolution.in,Indore,Madhya Pradesh,1576584,233784,0.13,30.20%,671767,15%,C,0.49,43%,-5%,0.95,118,8%,Yes,0.05,0.26,Opportunity
4426,1000008830,M/s.Sarvadnya Krushi Seva Kendra,pawan.waghmare@agrevolution.in,Amravati,Maharashtra,771573,96093,0.06,63.50%,427194,12%,C,0.42,55%,-6%,0.94,135,42%,0,0.21,0.26,Opportunity
4427,1000040277,BANKURARAY KRISHI BHANDAR,(blank),Hooghly,West Bengal,257306,34793,0.02,86.80%,257306,14%,C,0.45,100%,0%,1,65,15%,0,0.21,0.26,Opportunity
4428,1000020527,SHREE SIDH PESTICIDES,anil2@agrevolution.in,Hisar,Haryana,254796,33823,0.02,87.20%,152094,13%,C,0.44,60%,-33%,0.67,78,52%,0,0.33,0.26,Opportunity
4429,1000000972,Laxmi Khad Beej Bhandar,nikhilesh.kumar@agrevolution.in,Motihari,Bihar,122900,28604,0.02,89.80%,118912,23%,B,0.78,97%,0%,1,119,0%,0,-,0.26,Opportunity
4430,1000034203,SHRI DEVKRUPA AGRO AGENCIES,rajkumar.kothule@agrevolution.in,Amravati,Maharashtra,"99,749",38444,0.02,85.30%,99749,39%,A,1,100%,-47%,0.53,175,0%,0,-,0.26,Opportunity
4431,1000003662,M/s BASUDEB GHOSH,(blank),North 24 Parganas,West Bengal,484922,57774,0.03,77.90%,334460,12%,C,0.4,69%,0%,1,115,46%,0,0.23,0.26,Opportunity
4432,1000009347,M/s Singh Krishi Raksha Evm Vikash kendra,saurabh.mishra@agrevolution.in,Sitapur,Uttar Pradesh,153928,35027,0.02,86.70%,137635,23%,B,0.76,89%,-4%,0.96,109,4%,0,0.02,0.26,Opportunity
4433,1000003267,M/s Radhe Krishna Traders,mahendra.dubey@agrevolution.in,Bhopal,Madhya Pradesh,2133574,179472,0.1,41.00%,2133574,8%,D,0.28,100%,0%,1,64,14%,0,0.21,0.26,Opportunity
4434,1000029985,SHREE RAM AGRO TECH,umesh.shinde@agrevolution.in,Solapur,Maharashtra,839552,119695,0.07,55.60%,699879,14%,C,0.48,83%,-1%,0.99,111,19%,Yes,0.13,0.26,Opportunity
4435,1000001040,M/S ABDUL OHAB GHARAMI,arka.das@agrevolution.in,Krishnanagar (HQ),West Bengal,697040,62257,0.04,76.10%,310274,9%,D,0.3,45%,0%,1,60,25%,0,0.29,0.26,Opportunity
4436,1000038042,MAHESHWARI TRADERS,pradeep.kumar3@agrevolution.in,Bareilly,Uttar Pradesh,910861,106464,0.06,59.80%,899936,12%,C,0.39,99%,-21%,0.79,72,33%,0,0.27,0.26,Opportunity
4437,1000020535,Renukadevi Tredars,(blank),Jalna,Maharashtra,2040344,152792,0.09,47.20%,2040344,7%,D,0.25,100%,0%,1,56,13%,0,0.25,0.26,Opportunity
4438,1000007375,M/s.Mayur Traders,pavan.mali@agrevolution.in,Jalgaon,Maharashtra,557491,38650,0.02,85.20%,266288,7%,D,0.23,48%,-11%,0.89,64,49%,0,0.39,0.26,Opportunity
4439,1000007530,M/s.Vaishali Agro Agency,mayur.suryavanshi@agrevolution.in,Nashik,Maharashtra,341317,55307,0.03,78.80%,296545,16%,C,0.54,87%,-11%,0.89,102,34%,0,0.17,0.26,Opportunity
4440,1000039488,TULJAI AGRO AGENCY,dattaram.andhare@agrevolution.in,Washim,Maharashtra,651818,112096,0.06,57.90%,568346,17%,C,0.57,87%,-15%,0.85,88,21%,0,0.12,0.26,Opportunity
